Full_En,Last_name ,Last_name_En ,First_name,First_name_En,Father_name,Company_name ,CompamyID_number,Country_Ukr,Coutry_En
Yanukovych Oleksandr ,Янукович,Yanukovych,Олександр,Oleksandr ,Вікторович,ARTVIN Holding B.V.,57375682,Нідерланди,Netherlands
Straw Konstantyn ,Бриль,Straw,Костянтин,Konstantyn ,Іванович,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""КИЇВСЬКЕ ОБЛАСНЕ ГРОМАДСЬКЕ ОБ'ЄДНАННЯ ""З ВІРОЮ В УКРАЇНУ""",38349755,Україна,Ukraine
Partshaladze Lev,Парцхаладзе,Partshaladze,Лев,Lev,Ревазович,ВОКАТА ІНВЕСТМЕНТС ЛІМІТЕД,HE236570,Кіпр,Cyprus
Partshaladze Lev,Парцхаладзе,Partshaladze,Лев,Lev,Ревазович,ХАВІНДО ЕНТЕРПРАЙЗІЗ ЛІМІТЕД,HE289828,Кіпр,Cyprus
Partshaladze Lev,Парцхаладзе,Partshaladze,Лев,Lev,Ревазович,ДАЙМЛЕНД ЛІМІТЕД,HE165684,Кіпр,Cyprus
Partshaladze Lev,Парцхаладзе,Partshaladze,Лев,Lev,Ревазович,ЕНТОНІА ХОЛДИНГ ЛІМІТЕД,HE230521,Кіпр,Cyprus
Diaz Edgardo Eloy,Діаз,Diaz,Едгардо Елой,Edgardo Eloy,,Bradcrest Investments SA,,Панама,Panama
Vallarino Maria,Валларіно,Vallarino,Марія,Maria,,Bradcrest Investments SA,,Панама,Panama
Gil Fernando Antonio,Гіль,Gil,Фернандо Антоніо,Fernando Antonio,,Bradcrest Investments SA,,Панама,Panama
Svyatnenko Volodymyr,Святненко,Svyatnenko,Володимир,Volodymyr,Миколайович,Bradcrest Investments SA,,Панама,Panama
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"Limited Liability Company ""development group""",37449714,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,ТОВ “Дукат-інвест”,35428582,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"Дачний кооператив ""Чехово""",26442818,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"Elterwood Holdings Limited,",ΗΕ276683,Кіпр,Cyprus
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Arksey Investments Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Tawny Assets Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АЛЬДЕЯ""",35480710,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Tallyfield Holdings Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"КОЛЕКТИВ ЗАБУДОВНИКІВ ""ПІВДЕННИЙ"" ХАРКІВСЬКОГО РАЙОНУ М.КИЄВА",21680648,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Rosemund Investments Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Skellow Holdings Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Company Gidlex invest limited,ΗΕ330656,Кіпр,Cyprus
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"""Ekvital"" llc",34289169,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Borage Assets Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Pickburn Holdings Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Brecks Investments Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"""Tartus Company"" llc",37317235,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Boulet sales LP,SL032397,Велика Британія,United Kingdom
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,STICHTING DEPOSITARY DONAU INVESTMENT FUND,56305052,Нідерланди,Netherlands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Garda Handels- und Beteiligungs GmbH,FN227854f,Австрія,Austria
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Denaby Investments Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"PREDIUM FOREST, LLC",34911158,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Savi Assets Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Lenchester Holdings Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БЕТЕЛЬ""",36086098,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"De Sanktis-Invest, LLC",35644922,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Harborside Estates Limited,ΗΕ210333,Кіпр,Cyprus
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Company Staydelor Investments Limited,,Кіпр,Cyprus
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"""Insurance Company ""Amalteya"" PrJSC",25017527,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"KHARAKS-INVEST, LLC",34981801,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"DELTA DEVELOPMENT, LLC",35370559,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"DUBLON CAPITAL, LLC",35429663,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,FONTRIDGE HOLDINGS LIMITED,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"""Atlantic Management Group"" llc",34880654,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Starling Assets Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Agosto 2012 s.r.l.,7939110966,Італія,Italy
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Mapplewell Holdings Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"""Premial-don"" llc",34456336,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,ASA Luftfahrt Formgestaltung GmbH,FN365781p,Австрія,Austria
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"ТОВ ""Домікс""",35427353,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Carrion Assets Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,ТОВ “Апелла”,35428577,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,LPG TRADING GMBH,FN378003m,Австрія,Austria
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,ЛАДА холдінг анштальт,FL-0002.290.290-6,Ліхтенштейн,Liechtenstein
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Pilley Holdings Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,blaxton investments limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Kine Investments Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"""Capitol Plus"" llc",37317214,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"""Accord Finance"" llc",35311561,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"ЗАТ ""Група ""Розвиток""",34881202,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Lynnfield Enterprises Limited,,Беліз,Belize
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Oxspring Holdings Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Kendry Investments Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Nanotech invest LP,SL032398,Велика Британія,United Kingdom
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"PrJSC ""Production and Commercial Enterprise ""Metalist""",2972606,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Dorbes Investments Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,lyra assets group limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,lazonby group holdings limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"""Leasing Company ""Legart"" llc",35571341,Україна,Ukraine
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Kelston Investments Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,Langsett Holdings Limited,,Британські Віргінські острови,British Virgin Islands
Azarov Oleksiy,Азаров,Azarov,Олексій,Oleksiy,Миколайович,"I-TODOR INVEST, LLC",34981749,Україна,Ukraine
Arbuzov Serhiy,Арбузов,Arbuzov,Сергій,Serhiy,Геннадійович,KVITEN SOLUTION LIMITED,HE290146,Кіпр,Cyprus
Arbuzov Serhiy,Арбузов,Arbuzov,Сергій,Serhiy,Геннадійович,BALEINGATE FINANCE LIMITED,HE285076,Кіпр,Cyprus
Arbuzov Serhiy,Арбузов,Arbuzov,Сергій,Serhiy,Геннадійович,FOXTRON NETWORKS LIMITED,НE272238,Кіпр,Cyprus
Arbuzov Serhiy,Арбузов,Arbuzov,Сергій,Serhiy,Геннадійович,Erosaria LTD,ΗΕ320554,Кіпр,Cyprus
Arbuzov Serhiy,Арбузов,Arbuzov,Сергій,Serhiy,Геннадійович,QUICKPACE LIMITED,HE290165,Кіпр,Cyprus
Arbuzov Serhiy,Арбузов,Arbuzov,Сергій,Serhiy,Геннадійович,AKEMI MANAGEMENT LIMITED,HE319477,Кіпр,Cyprus
Arbuzov Serhiy,Арбузов,Arbuzov,Сергій,Serhiy,Геннадійович,SABULONG TRADING LTD,HE281148,Кіпр,Cyprus
Arbuzov Serhiy,Арбузов,Arbuzov,Сергій,Serhiy,Геннадійович,WONDERBLISS LTD,HE290170,Кіпр,Cyprus
Arbuzov Serhiy,Арбузов,Arbuzov,Сергій,Serhiy,Геннадійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДЕНТ-СЕРВІС""",32582696,Україна,Ukraine
Arbuzov Serhiy,Арбузов,Arbuzov,Сергій,Serhiy,Геннадійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРИВАТТУР""",32476330,Україна,Ukraine
Arbuzov Serhiy,Арбузов,Arbuzov,Сергій,Serhiy,Геннадійович,KATIEMA ENTERPRISES LIMITED,HE232221,Кіпр,Cyprus
Arbuzov Serhiy,Арбузов,Arbuzov,Сергій,Serhiy,Геннадійович,"АССОЦИАЦИЯ ""ЦЕНТР ИССЛЕДОВАНИЙ ЭКОНОМИЧЕСКОГО И СОЦИОКУЛЬТУРНОГО РАЗВИТИЯ СТРАН СНГ, ЦЕНТРАЛЬНОЙ И ВОСТОЧНОЙ ЕВРОПЫ""",7801314611,Росія,Russia
Arbuzov Serhiy,Арбузов,Arbuzov,Сергій,Serhiy,Геннадійович,LORICOM HOLDING GROUP LTD,ΗΕ288464,Кіпр,Cyprus
Arbuzov Serhiy,Арбузов,Arbuzov,Сергій,Serhiy,Геннадійович,OPALCORE LTD,HE319982,Кіпр,Cyprus
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,GOODLIGHT CAPITAL LTD,6893315,Велика Британія,United Kingdom
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,"ТОВАРИСТВО З ДОДАТКОВОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛУГАНСЬКШАХТОБУДМОНТАЖ""",181763,Україна,Ukraine
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,PARROX CORPORATION LIMITED,7223980,Велика Британія,United Kingdom
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,PRODUCTION INVESTMENT MANAGEMENT LTD,4842930,Велика Британія,United Kingdom
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,KEENS LIMITED,,Велика Британія,United Kingdom
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,ADDISON ALLIANCE LIMITED,5350443,Велика Британія,United Kingdom
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,HILLCREST CORPORATE LIMITED,1563048,Британські Віргінські острови,British Virgin Islands
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,BOVAR ENTERPRISES LLC,116962-91,Панама,Panama
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,MANAGEMENT EXCELLENCE LIMITED,7895930,Велика Британія,United Kingdom
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,Industry East Europe Investments PTE. Ltd,201217774W,Сінгапур,Singapore
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,Sula Assets limited,NC91275,Сент-Кіттс і Невіс,Saint Kitts and Nevis
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НАДРА ЗАПОРІЖЖЯ""",38145804,Україна,Ukraine
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЄВРОГАЗ УКРАЇНА""",36283331,Україна,Ukraine
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,Cohen Williams Williams,,США,USA
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРБУДЕНЕРГОІНВЕСТ""",32984329,Україна,Ukraine
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЗАХІДІНКОМБАНК""",19233095,Україна,Ukraine
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФОРЕСТ-ПАРК ПРЕМ'ЄР""",35083379,Україна,Ukraine
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,KEENOR LIMITED,6584858,Велика Британія,United Kingdom
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,Rexelmo Ltd.,HE306652,Кіпр,Cyprus
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,Imex Provider Ltd,1508999,Британські Віргінські острови,British Virgin Islands
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УЖГОРОДБУДМОНТАЖ""",33796923,Україна,Ukraine
Ivanyuschenko Yuri,Іванющенко,Ivanyuschenko,Юрій,Yuri,Володимирович,INDUSTRY EAST EUROPE INVESTMENTS LTD.,4842985,Велика Британія,United Kingdom
Prysyazhnyuk Mykola,Присяжнюк,Prysyazhnyuk,Микола,Mykola,Володимирович,HARTLOG LIMITED,ΗΕ218562,Кіпр,Cyprus
Stavitskiy Eduard,Ставицький,Stavitskiy,Едуард,Eduard,Анатолійович,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ДИТЯЧО-ЮНАЦЬКИЙ ФУТБОЛЬНИЙ КЛУБ ""АМЕТИСТ-2001""",33861075,Україна,Ukraine
Stavitskiy Eduard,Ставицький,Stavitskiy,Едуард,Eduard,Анатолійович,HARTLOG LIMITED,ΗΕ218562,Кіпр,Cyprus
Stavitskiy Eduard,Ставицький,Stavitskiy,Едуард,Eduard,Анатолійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДІАГРАМА""",30663343,Україна,Ukraine
Tatkova Zoya,Татькова,Tatkova,Зоя,Zoya,Федорівна,Vebelle Royal G SL,B93519171,Іспанія,Spain
Khromaev Timur,Хромаєв,Khromaev,Тимур,Timur,Заурбекович,ГАСЕ ЕНЕРДЖІ,46-0525801,США,USA
Khromaev Timur,Хромаєв,Khromaev,Тимур,Timur,Заурбекович,ГРЕЙТ ІСТ ЕНЕРДЖІ,E0180732013-3,США,USA
Khromaev Timur,Хромаєв,Khromaev,Тимур,Timur,Заурбекович,АРТА ГРУП ЛІМІТЕД,111918C,Острів Мен,Isle of Man
Khromaev Timur,Хромаєв,Khromaev,Тимур,Timur,Заурбекович,СІНДЕРЕЛ СЕРВІС ЛІМІТЕД,HE291398,Кіпр,Cyprus
Khromaev Timur,Хромаєв,Khromaev,Тимур,Timur,Заурбекович,Безеріус Холдінг Лімітед,HE315314,Кіпр,Cyprus
Khromaev Timur,Хромаєв,Khromaev,Тимур,Timur,Заурбекович,НОРЗСАЙТ ВЬЮ ІНВЕСТМЕНТ ЛІМІТЕД,91569,Сейшельські Острови,Seychelles
Khromaev Timur,Хромаєв,Khromaev,Тимур,Timur,Заурбекович,АРТА ІНВЕСТМЕНТ ГРУП ЛІМІТЕД,,Британські Віргінські острови,British Virgin Islands
Khromaev Timur,Хромаєв,Khromaev,Тимур,Timur,Заурбекович,ІБТР ІНВЕСТМЕНТ ЛІМІТЕД,HE248617,Кіпр,Cyprus
Zhurylo Ruslan,Журило,Zhurylo,Руслан,Ruslan,Миколайович,Bolatico Limitеd,,Кіпр,Cyprus
Zhurylo Ruslan,Журило,Zhurylo,Руслан,Ruslan,Миколайович,RV Trans,,Латвія,Latvia
Zhurylo Ruslan,Журило,Zhurylo,Руслан,Ruslan,Миколайович,WARGRAVE TRADING LLP,OC370544,Велика Британія,United Kingdom
Zhurylo Ruslan,Журило,Zhurylo,Руслан,Ruslan,Миколайович,"БЛАГОДІЙНИЙ ФОНД ІМЕНІ ВІКТОРА ЗАМУЛИ ""НАШЕ МІСТО""",26003208,Україна,Ukraine
Zhurylo Ruslan,Журило,Zhurylo,Руслан,Ruslan,Миколайович,STEEL PRODUCTS LIMITED,4285033,Велика Британія,United Kingdom
Zhurylo Ruslan,Журило,Zhurylo,Руслан,Ruslan,Миколайович,ДП «Східний гірничо-збагачувальний комбінат»,14309787,Україна,Ukraine
Zhurylo Ruslan,Журило,Zhurylo,Руслан,Ruslan,Миколайович,Kumelite International Spedition SIA,,Латвія,Latvia
Zhurylo Ruslan,Журило,Zhurylo,Руслан,Ruslan,Миколайович,Adelis Trade LLP,OC397864,Велика Британія,United Kingdom
Zhurylo Ruslan,Журило,Zhurylo,Руслан,Ruslan,Миколайович,FIRST RAILWAY COMPANY LLP,OC388796,Велика Британія,United Kingdom
Bidovka Volodymyr,Бідьовка,Bidovka,Володимир,Volodymyr,Анатолійович,Народна Рада Донецької Народної Республіки,,Окремі райони Донецької та Луганської областей (тимчасово окупована Росією територія України),Some regions of Donetsk and Lugansk regions (Russia temporarily occupied territory of Ukraine)
Danilov Vitali,Данілов,Danilov,Віталій,Vitali,Богданович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНВЕСТОР-АТІКА""",31061545,Україна,Ukraine
Kanivets Oleg,Канівець,Kanivets,Олег,Oleg,Леонідович,Central Park Group sp.z.o.o.,5170379969,Польща,Poland
Kanivets Oleg,Канівець,Kanivets,Олег,Oleg,Леонідович,Grupa Kapitalowa Er Ka sp.z.o.o.spolka komandytowa,5170368836,Польща,Poland
Kanivets Oleg,Канівець,Kanivets,Олег,Oleg,Леонідович,Centrum Obslugi Inwestora - Agencja Pracy Tymczasowej sp.z.o.o.,5170381908,Польща,Poland
Kanivets Oleg,Канівець,Kanivets,Олег,Oleg,Леонідович,Grupa Kapitalowa Er Ka sp.z.o.o.,5170373932,Польща,Poland
Labunska Angelica,Лабунська,Labunska,Анжеліка,Angelica,Вікторівна,Еф.Сі.Лекс с.р.о.,26409372,Чехія,Czech Republic
Magnificent Andriy,Пишний,Magnificent,Андрій,Andriy,Григорович,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ВІДЧУЙ""",37701717,Україна,Ukraine
Tabalov Andriy,Табалов,Tabalov,Андрій,Andriy,Олександрович,"ТОВ ""БАЛМЕРОНІЯ ЕНТЕРПРАЙЗЕС""",HE285214,Кіпр,Cyprus
Truhanov Gennady,Труханов,Truhanov,Геннадій,Gennady,Леонідович,АTLANTIC BEVERAGES COMPANY LIMITED,,Британські Віргінські острови,British Virgin Islands
Truhanov Gennady,Труханов,Truhanov,Геннадій,Gennady,Леонідович,Fernway Impex Corp,617804,Росія,Russia
Truhanov Gennady,Труханов,Truhanov,Геннадій,Gennady,Леонідович,Fédération Européenne de Muaythai,CH-550.1.166.570-0,Швейцарія,Switzerland
Truhanov Gennady,Труханов,Truhanov,Геннадій,Gennady,Леонідович,АTLANTIC BEVERAGES COMPANY LIMITED,,Росія,Russia
Truhanov Gennady,Труханов,Truhanov,Геннадій,Gennady,Леонідович,"Охоронна фірма ""Капітан""",,Україна,Ukraine
Truhanov Gennady,Труханов,Truhanov,Геннадій,Gennady,Леонідович,MACON ASSETS LIMITED,,Британські Віргінські острови,British Virgin Islands
Truhanov Gennady,Труханов,Truhanov,Геннадій,Gennady,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОСТДОРСТРОЙ""",33658865,Україна,Ukraine
Truhanov Gennady,Труханов,Truhanov,Геннадій,Gennady,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СК АВТОСТРОЙ""",37477703,Україна,Ukraine
Truhanov Gennady,Труханов,Truhanov,Геннадій,Gennady,Леонідович,Corderoy Trading Limited,,Росія,Russia
Khmelnytskyi Basil,Хмельницький,Khmelnytskyi,Василь,Basil,Іванович,"Товариство з обмеженою відповідальністю ""Фрі-Енерджи Генічеськ""",41082582,Україна,Ukraine
Tsyrkina Igor,Циркін,Tsyrkina,Ігор,Igor,Маркович,ДПМ ХОЛДІНГ ЛТД,1844307,Британські Віргінські острови,British Virgin Islands
Chertkov Yuri,Чертков,Chertkov,Юрій,Yuri,Дмитрович,KONTI CONFECTIONARY LIMITED,,Британські Віргінські острови,British Virgin Islands
Hlimbovska Kateryna,Глімбовська,Hlimbovska,Катерина,Kateryna,Олександрівна,Altis Ltd,8869047,Велика Британія,United Kingdom
Andriyenko Basil,Андрієнко,Andriyenko,Василь,Basil,Миколайович,UAB ESCOLIT,303025677,Литва,Lithuania
Sorokin Oleksandr ,Сорокін,Sorokin,Олександр,Oleksandr ,Геннадійович,ДП «Східний гірничо-збагачувальний комбінат»,14309787,Україна,Ukraine
Kyrylyuk Igor,Кирилюк,Kyrylyuk,Ігор,Igor,Вікторович,КІБО Інтернешнл Інвестмент,01-09-288899,Угорщина,Hungary
Oleksenko Olga,Олексенко,Oleksenko,Ольга,Olga,Володимирівна,ЛОМГРАФ ЛІМІТЕД,ΗΕ343067,Кіпр,Cyprus
Oleksenko Olga,Олексенко,Oleksenko,Ольга,Olga,Володимирівна,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ФАРМАЦЕВТИЧНА ФІРМА ""ДАРНИЦЯ""",481212,Україна,Ukraine
Ilyuk Olena,Ільюк,Ilyuk,Олена,Olena,Олександрівна,ARexp Limited,2412984,Гонконг,Hong Kong
Dubnevych Pavlo,Дубневич,Dubnevych,Павло,Pavlo,Богданович,"Товариство з обмеженою відповідальністю ""Ліг Агро""",38246490,Україна,Ukraine
Voropaeva Natalia,Воропаєва,Voropaeva,Наталія,Natalia,Олексіївна,"""Грассор Менеджмент с.р.о.""",CZ04311981,Чехія,Czech Republic
Voropaeva Natalia,Воропаєва,Voropaeva,Наталія,Natalia,Олексіївна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЦУМ ХОУМ ЕНД КІДЗ""",39896936,Україна,Ukraine
Sulfur-Haluschenko Andriy,Сірко-Галущенко,Sulfur-Haluschenko,Андрій,Andriy,Степанович,Nelson group limited,,Беліз,Belize
Sulfur-Haluschenko Andriy,Сірко-Галущенко,Sulfur-Haluschenko,Андрій,Andriy,Степанович,Сарс капітал інтернейшнл лтд,,Британські Віргінські острови,British Virgin Islands
Getsadze Lela,Гецадзе,Getsadze,Лела,Lela,Анзорівна,Хеалайн Інтернешнл,200122036,Грузія,Georgia
Tymoshenko Oleksandr ,Тимошенко,Tymoshenko,Олександр,Oleksandr ,Геннадійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГЕОФОРС""",34715578,Україна,Ukraine
Tymoshenko Oleksandr ,Тимошенко,Tymoshenko,Олександр,Oleksandr ,Геннадійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛЕДІ Ю""",34355304,Україна,Ukraine
Tymoshenko Oleksandr ,Тимошенко,Tymoshenko,Олександр,Oleksandr ,Геннадійович,"BATKIVSHCHYNA Prague, z.s.",3583546,Чехія,Czech Republic
