Last_name ,Last_name_En ,First_name,First_name_En,Father_name,Company_name ,CompamyID_number,date ,Country_Ukr,Coutry_En
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ЕССІ СУПЕРЧОЙС ЕНТЕРПРАЙЗЕС ЛІМІТЕТ,HE295156,,Кіпр,Cyprus
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,КОРНІКУЛАРІУС ЛІМІТЕД,HE232551,,Кіпр,Cyprus
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ТЕХНОЛОДЖІ КОРПОРЕЙШН ЛІМІТЕД,1310255,,Гонконг,Hong Kong
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ЧЕРРІ ВАЙН ЛТД,1612108,,Британські Віргінські острови,British Virgin Islands
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ДЖАЯНТА АССЕТ ХОЛДІНГЗ ЛІМІТЕД,1744504,,Британські Віргінські острови,British Virgin Islands
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,БЛУСТЕМ ЛІМІТЕД,HE307939,,Кіпр,Cyprus
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ФРЕШСКІЛЛ КОНСАЛТІНГ ЛІМІТЕД,HE295144,,Кіпр,Cyprus
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,РОСФІЛД ХОЛДІНГЗ ЛІМІТЕД,HE283000,,Кіпр,Cyprus
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ГОРЛАНД ІНВЕСТМЕНТС ЛІМІТЕД,HE281503,,Кіпр,Cyprus
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,РАНКИЛОН КОНСУЛТАНТС ЛІМІТЕД,HE281372,,Кіпр,Cyprus
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ГІХ ГАЯ ХОЛДІНГС ЛІМІТЕД,HE264455,,Кіпр,Cyprus
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,АВЕК ЮКРЕЙН ГРУП АССЕТ МЕНЕДЖМЕНТ ЛІМІТЕД,HE282057,,Кіпр,Cyprus
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,БУРРБУШ ХОЛДІНГС ЛІМІТЕД,HE310019,,Кіпр,Cyprus
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,КАСТЛЕРІНГ ХОЛДІНГЗ ЛІМІТЕД,HE241550,,Кіпр,Cyprus
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ГАЛІНЕРО ХОЛДІНГЗ ЛІМІТЕД,HE263176,,Кіпр,Cyprus
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ОСІЧА ХОЛДІНГЗ ЛІМІТЕД,HE259077,,Кіпр,Cyprus
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,НАРЕЛЛАН ЕНТЕРПРАЙЗЕС ЛІМІТЕД,HE204325,,Кіпр,Cyprus
Фельдман,Feldman,Олександр,Oleksandr ,Борисович,АРМІНОІ ХОЛДІНГС ЛІМІТЕД,HE281497,,Кіпр,Cyprus
Філатов,Filatov,Борис,Borys,Альбертович,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ - УКРОП""",39479782,,Україна,Ukraine
Фурсін,Fursin,Іван,Ivan,Геннадійович,Пьено Венчерз Лімітед,113737,,Сейшельські Острови,Seychelles
Фурсін,Fursin,Іван,Ivan,Геннадійович,Вістакі Венчерз Лімітед,HE167414,,Кіпр,Cyprus
Фурсін,Fursin,Іван,Ivan,Геннадійович,Ніса Менеджмент Лімітед,93173,,Сейшельські Острови,Seychelles
Фурсін,Fursin,Іван,Ivan,Геннадійович,ІАС Корп Лімітед,HE273752,,Кіпр,Cyprus
Фурсін,Fursin,Іван,Ivan,Геннадійович,Спенеа Холдінгс Лімітед,HE340448,,Кіпр,Cyprus
Фурсін,Fursin,Іван,Ivan,Геннадійович,Сі енд Ер Інвест СІА,40003681051,,Латвія,Latvia
Фурсін,Fursin,Іван,Ivan,Геннадійович,GRENAR ENTERPRISES LIMITED,HE142379,2003-10-22,Кіпр,Cyprus
Фурсін,Fursin,Іван,Ivan,Геннадійович,Норія Консультантс Лімітед,15685,,Сейшельські Острови,Seychelles
Фурсін,Fursin,Іван,Ivan,Геннадійович,Вісалія Венчерз Лімітед,654158,,Британські Віргінські острови,British Virgin Islands
Фурсін,Fursin,Іван,Ivan,Геннадійович,Халіма Венчерз Лімітед,,,Британські Віргінські острови,British Virgin Islands
Фурсін,Fursin,Іван,Ivan,Геннадійович,Тіппетте Лімітед,677666,,Британські Віргінські острови,British Virgin Islands
Фурсін,Fursin,Іван,Ivan,Геннадійович,Траста Комерцбанка,40003029667,,Латвія,Latvia
Фурсін,Fursin,Іван,Ivan,Геннадійович,Містаро Венчерз Лтд,,,Сент-Кіттс і Невіс,Saint Kitts and Nevis
Фурсін,Fursin,Іван,Ivan,Геннадійович,Рікам Холдінг Ес.А.СПФ,B42659,,Люксембург,Luxembourg
Фурсін,Fursin,Іван,Ivan,Геннадійович,Centragas Holding GmbH,FN250985x,,Австрія,Austria
Фурсін,Fursin,Іван,Ivan,Геннадійович,Фігон Ко Лімітед,HE142420,,Кіпр,Cyprus
Фурсін,Fursin,Іван,Ivan,Геннадійович,Arcadea Investments Fund Limited,,,Кіпр,Cyprus
Фурсін,Fursin,Іван,Ivan,Геннадійович,Atofa Ventures Limited,HE151411,,Кіпр,Cyprus
Фурсін,Fursin,Іван,Ivan,Геннадійович,Омереліо Венчерз Лімітед,,,Британські Віргінські острови,British Virgin Islands
Фурсін,Fursin,Іван,Ivan,Геннадійович,Левіді Венчерз Лімітед,HE134985,,Кіпр,Cyprus
Фурсін,Fursin,Іван,Ivan,Геннадійович,Омереліо Венчерз Лімітед,,,Британські Віргінські острови,British Virgin Islands
Фурсін,Fursin,Іван,Ivan,Геннадійович,Монієр Венчез Лімітед,HE146558,,Кіпр,Cyprus
Фурсін,Fursin,Іван,Ivan,Геннадійович,Мерел Фінанс Корпорєйшнз,HE287532,,Кіпр,Cyprus
Фурсін,Fursin,Іван,Ivan,Геннадійович,"ТОВ ""Дзінтара Межс""",40003649739,,Латвія,Latvia
Фурсін,Fursin,Іван,Ivan,Геннадійович,Вендон Інвестментс Лімітед,,,Сент-Кіттс і Невіс,Saint Kitts and Nevis
Фурсін,Fursin,Іван,Ivan,Геннадійович,ДжіСіКей Холдінг Незерланд Бі.Ві,,,Нідерланди,Netherlands
Фурсін,Fursin,Іван,Ivan,Геннадійович,Аркадеа Холдінгс Лімітед,HE161910,,Кіпр,Cyprus
Фурсін,Fursin,Іван,Ivan,Геннадійович,Гренар Інвестментс Лімітед,HE329675,,Кіпр,Cyprus
Фурсін,Fursin,Іван,Ivan,Геннадійович,Atofa Investments Limited,16359,,Сейшельські Острови,Seychelles
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Юнілайн Фінанс ЛТД,,,Британські Віргінські острови,British Virgin Islands
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Uniline Finance Ltd.,5493000NVSBBKKRKFW16,,Британські Віргінські острови,British Virgin Islands
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Палада прайм лтд,1862533,,Британські Віргінські острови,British Virgin Islands
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,JKX OIL&GAS PLC,3050645,1995-04-27,Велика Британія,United Kingdom
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,DNIPRO AGRO ALLIANCE LTD (ASTEV INVESTMENT COMPANY LTD),HE343787,,Кіпр,Cyprus
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,CAG Cascade Agro Group LTD,HE387411,2018-08-07,Кіпр,Cyprus
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,VC Cascade Ventures Limited,HE396606,2019-04-15,Кіпр,Cyprus
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,JKX OIL&GAS PLC,3050645,1995-04-27,Велика Британія,United Kingdom
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Molgarda Investments LTD,HE256613,2009-10-21,Кіпр,Cyprus
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""МИКОЛАЇВХЛІБ""",24793778,1997-11-25,Україна,Ukraine
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,AйДіСі Каскад Лімітед,HE357054,,Кіпр,Cyprus
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЗАКРИТИЙ НЕДИВЕРСИФІКОВАНИЙ КОРПОРАТИВНИЙ ІНВЕСТИЦІЙНИЙ ФОНД ""КАСКАД-ІНВЕСТ""",35676886,,Україна,Ukraine
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЗАКРИТИЙ НЕДИВЕРСИФІКОВАНИЙ КОРПОРАТИВНИЙ ІНВЕСТИЦІЙНИЙ ФОНД ""КАСКАД-ІНВЕСТ""",35676886,,Україна,Ukraine
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Deripon Commercial Limited,ΗΕ252374,2009-07-14,Кіпр,Cyprus
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,ЛІЧМЕР ІНВЕСТМЕНТС КОРП,1524312,,Британські Віргінські острови,British Virgin Islands
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Orinast Limited,HE364840,,Кіпр,Cyprus
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,"Приватне акціонерне товариство ""Видобувна компанія ""Укрнафтобуріння""",33152471,2004-11-06,Україна,Ukraine
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,"Приватне акціонерне товариство ""Видобувна компанія ""Укрнафтобуріння""",33152471,2004-11-06,Україна,Ukraine
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Accords Limited,ΗΕ310113,,Кіпр,Cyprus
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Kernel Holding S.A.,B109173,2005-07-15,Люксембург,Luxembourg
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Accords Limited,ΗΕ310113,,Кіпр,Cyprus
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КАСКАДАГРО""",36613565,,Україна,Ukraine
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,"Товариство з обмеженою відповідальністю ""Зелена діброва""",38487965,2012-11-12,Україна,Ukraine
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КАМ'ЯНСЬКЕ АГРО""",39225623,,Україна,Ukraine
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,"Товариство з обмеженою відповідальністю ""Башта-2""",39092916,2014-02-12,Україна,Ukraine
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,ЄРТІНО ЕНТЕРПРАЙСЕС,HE295983,,Кіпр,Cyprus
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КАМ'ЯНСЬКЕ АГРО""",39225623,,Україна,Ukraine
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Cacique Limited,HE257314,,Кіпр,Cyprus
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,JKX Ukraine B.V,24352169,,Нідерланди,Netherlands
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,"Закрите акціонерне товариство ""Каскад""",24461852,1998-04-21,Україна,Ukraine
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Каскад Ассет Манеджмент,CT-278127,,Кайманові острови,Cayman Islands
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Cacique Limited,HE257314,,Кіпр,Cyprus
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ІНТЕР ВЕЙ КАПІТАЛ,40890026,2016-10-11,Україна,Ukraine
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Cacique Limited,HE257314,,Кіпр,Cyprus
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,СЕНДГЕЙТ КОММЕРС ЛТД,1784244,,Британські Віргінські острови,British Virgin Islands
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Cascade Investment Fund,CT-276367,,Кайманові острови,Cayman Islands
Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Cascade Foundation,FL-0002.552.173-7,,Ліхтенштейн,Liechtenstein
Шевченко,Shevchenko,Олександр,Oleksandr ,Леонідович,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ - УКРОП""",39479782,,Україна,Ukraine
Шкіря,Shkirya,Ігор,Igor,Миколайович,ACTIVE CAPITAL GROUP,,2019-12-13,Польща,Poland
Шкіря,Shkirya,Ігор,Igor,Миколайович,ACTIVE CAPITAL GROUP,,2019-12-13,Польща,Poland
Шуфрич,Shufrych,Нестор,Nestor,Іванович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""КИЇВСЬКИЙ РІЧКОВИЙ ПОРТ""",3150071,1996-06-19,Україна,Ukraine
Гонтарева,Gontareva,Валерія,Valery,Олексіївна,АйСіЮ Холдінгз Лімітед,,,Британські Віргінські острови,British Virgin Islands
Наливайченко,Nalyvaychenko,Валентин,Valentyn,Олександрович,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКО-ПОЛІТИЧНИЙ РУХ ВАЛЕНТИНА НАЛИВАЙЧЕНКА ""СПРАВЕДЛИВІСТЬ""",39688832,,Україна,Ukraine
Ягун,Yahun,Віктор,Victor,Миколайович,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКО-ПОЛІТИЧНИЙ РУХ ВАЛЕНТИНА НАЛИВАЙЧЕНКА ""СПРАВЕДЛИВІСТЬ""",39688832,,Україна,Ukraine
Колесніков,Kolesnikov,Борис,Borys ,Вікторович,ПАРТІЯ РЕГІОНІВ,20073933,,Україна,Ukraine
Колесніков,Kolesnikov,Борис,Borys ,Вікторович,KONTI CONFECTIONARY LIMITED,,,Британські Віргінські острови,British Virgin Islands
Колесніков,Kolesnikov,Борис,Borys ,Вікторович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ФУТБОЛЬНИЙ КЛУБ ""ШАХТАР"" (ДОНЕЦЬК)""",169816,,Україна,Ukraine
Бродський,Brodsky,Михайло,Mykhailo,Юрійович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""КИЇВСЬКИЙ РІЧКОВИЙ ПОРТ""",3150071,1996-06-19,Україна,Ukraine
Карплюк,Karplyuk,Володимир,Volodymyr,Андрійович,SARAFAN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5252560882,2013-07-29,Польща,Poland
Балашов,Balashov,Геннадій,Gennady,Вікторович,Оушенсайд Коттедж LLC,L09000076104,,США,USA
Балашов,Balashov,Геннадій,Gennady,Вікторович,Оушенсайд Коттедж LLC,L09000076104,,США,USA
Балашов,Balashov,Геннадій,Gennady,Вікторович,A1A Оушеншор LLC,L16000065157,,США,USA
Моршинін,Morshynin,Євген,Eugene,Вікторович,"ПОЛІТИЧНА ПАРТІЯ ""СОЦІАЛЬНА РЕКОНСТРУКЦІЯ""",39554686,,Україна,Ukraine
Гладковський,Hladkovskyy,Олег,Oleg,Володимирович,БОГДАН ХОЛДИНГ ГМБХ,FN317660y,,Австрія,Austria
Гладковський,Hladkovskyy,Олег,Oleg,Володимирович,"ТОВ ""Ерай-Систем Лімітед""",HE161938,,Кіпр,Cyprus
Гладковський,Hladkovskyy,Олег,Oleg,Володимирович,ХЕСУТУ ЛІМІТЕД,HE220155,,Кіпр,Cyprus
Гладковський,Hladkovskyy,Олег,Oleg,Володимирович,Почесне консульство Республіки Сейшельські Острови у м.Київ,,,Сейшельські Острови,Seychelles
Гладковський,Hladkovskyy,Олег,Oleg,Володимирович,ТЕКФОРД ІНВЕСТМЕНТС ФАЙНЕНШІЛ КОРПОРЕЙШН,,,Британські Віргінські острови,British Virgin Islands
Гладковський,Hladkovskyy,Олег,Oleg,Володимирович,ТЕКФОРД ІНВЕСТМЕНТС ФАЙНЕНШІЛ КОРПОРЕЙШН,,,Британські Віргінські острови,British Virgin Islands
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"Приватне акціонерне товариство ""Видобувна компанія ""Укрнафтобуріння""",33152471,2004-11-06,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,Ontobet promotions limited,HE307420,,Кіпр,Cyprus
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"АКЦІОНЕРНЕ ТОВАРИСТВО ""ПОКРОВСЬКИЙ ГІРНИЧО-ЗБАГАЧУВАЛЬНИЙ КОМБІНАТ""",190928,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДІЛАЙН ЛТД""",33717993,,АР Крим (тимчасово окупована Росією територія України),Crimea (Russia temporarily occupied territory of Ukraine)
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ПАТ ""Транснаціональна фінансово-промислова нафтова компанія ""Укртатнафта""",152307,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КЕПІТЕЛ ІНВЕСТМЕНТ ПРОДЖЕКТ""",36843001,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВ ""ПОДІЛ НЕРУХОМІСТЬ""",37405180,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,ECLAIRS GROUP LTD,10728461,2017-04-18,Велика Британія,United Kingdom
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,NIAGARA LASALLE CORPORATION,F12000000730,,США,USA
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЮЛАЙТ""",32953059,2004-05-05,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,COLLYER LIMITED,3703222,2007-01-27,Велика Британія,United Kingdom
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,TRADE POINT AGRO LIMITED,6229858,,Велика Британія,United Kingdom
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВ ""РОКІТ-М""",43476164,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЦЕНТР КОМПЕТЕНЦІЙ З ІНФОРМАЦІЙНО-КОМУНІКАЦІЙНИХ ТЕХНОЛОГІЙ""",39847082,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"CC METALS AND ALLOYS, LLC",,,США,USA
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВ ""БОРІВАЖ""",32307678,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВ ""УКРІНТЕРІНВЕСТ""",26390501,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"PROTON-23, LLC",38379895,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АКВАТЕРА""",32614130,2003-07-31,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ХЕЛЬТЕКС""",36206042,2008-10-20,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"""ТЕЛЕРАДІОКОМПАНІЯ ""СКІФІЯ"" У ФОРМІ ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ",23364394,1995-08-21,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ТЕЛЕКОМПАНІЯ ""ТЕТ""",16391959,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ПРОМИСЛОВО-ВИРОБНИЧЕ ПІДПРИЄМСТВО ""КРИВБАСВИБУХПРОМ""",190934,2001-07-30,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ОІЛ 770""",30415029,1999-05-27,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНФОРМАЦІЙНО-РОЗРАХУНКОВИЙ ЦЕНТР - ПОЛТАВСЬКА ОБЛАСТЬ""",37185317,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"БЛАГОДІЙНИЙ ФОНД ""ДНІПРОПЕТРОВСЬКА ЄВРЕЙСЬКА ГРОМАДА""",25539496,1998-11-13,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АСПЕКТ""",32953086,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ДНІПРОДОРМОСТОБУД""",32495478,2003-06-05,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ПАТ ""СТАХАНОВСЬКИЙ ЗАВОД ФЕРОСПЛАВІВ""",186513,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БУГІЛЬ""",34461194,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДАЙРІС""",3771165,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"АТ ""ЗАПОРІЗЬКИЙ ЗАВОД ФЕРОСПЛАВІВ""",186542,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,LACASTI LTD,181799,,Кіпр,Cyprus
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,dridgemоnt ventures limited,,,Кіпр,Cyprus
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВЕЛ-РАЙС""",36163219,2008-10-15,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВ ""АГРОТЕРМІНАЛ ЛОГІСТІК""",39296647,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДЕРЛІНГ""",32433736,2003-04-03,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АЛЬФА-ПРИВАТ, ЛТД""",23072309,1995-02-28,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"FELMAN TRADING, INC.",,,США,USA
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,TRIORE LIMITED,155313,,Кіпр,Cyprus
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГРАНД ПЕРСОНА - БУКОВЕЛЬ""",35958223,2008-08-22,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРОФЕСІЙНИЙ ФУТБОЛЬНИЙ КЛУБ ПРИКАРПАТТЯ""",37794097,2011-07-18,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВ ""УКРАЇНСЬКЕ НЕЗАЛЕЖНЕ ІНФОРМАЦІЙНЕ АГЕНТСТВО НОВИН""",21452108,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПЕРЛИНА- КАПІТАЛ""",34287769,2007-04-05,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"OPTIMA ACQUISITION I, LLC",4535237,,США,USA
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,LITTOP ENTERPRISES LIMITED,HE165193,,Кіпр,Cyprus
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ - УКРОП""",39479782,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"WARREN STEEL HOLDINGS, LLC",,,США,USA
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СКОРЗОНЕРА""",31067573,2000-07-03,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,JKX OIL&GAS PLC,3050645,1995-04-27,Велика Британія,United Kingdom
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВ ""ТАРГЕТ-М""",43477833,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"АТ  ""НІКОПОЛЬСЬКИЙ ЗАВОД ФЕРОСПЛАВІВ""",186520,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,Deripon Commercial Limited,ΗΕ252374,2009-07-14,Кіпр,Cyprus
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БУДІВЕЛЬНО- ПРОМИСЛОВА КОМПАНІЯ ""ПРИВАТ- ІНВЕСТОР""",20234786,,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФУТБОЛЬНИЙ КЛУБ ""ДНІПРО""",32813827,2004-03-05,Україна,Ukraine
Коломойський,Kolomoisky,Ігор,Igor,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СТАРЛАЙТ""",32349964,2003-04-08,Україна,Ukraine
