,Last_name ,Last_name_En ,First_name,First_name_En,Father_name,Company_name ,CompamyID_number,date ,Country_Ukr,Coutry_En,count
435,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Фаласконі Інвестментс Лімітед,HE185572,,Кіпр,Cyprus,507.0
436,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Купра Холдінгз Лтд,1715370,,Британські Віргінські острови,British Virgin Islands,174.0
437,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Омбрі Електрікал Енерджі Ко,HE285835,,Кіпр,Cyprus,507.0
438,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АКВАНОВА ІНВЕСТМЕНТ""",36001847,,Україна,Ukraine,
439,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Зада Холдінгз Лімітед,HE246946,,Кіпр,Cyprus,507.0
440,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Генза Трейдінг Лімітед,1688592,,Британські Віргінські острови,British Virgin Islands,174.0
441,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Леріт Холдінгз Лімітед,HE317007,,Кіпр,Cyprus,507.0
442,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Нінейн Венчез Лтд,107968,,Сейшельські Острови,Seychelles,28.0
443,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Періклс Глобал Лімітед,46329,,Сейшельські Острови,Seychelles,28.0
444,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Дросаро Холдінгз Лімітед,HE152428,,Кіпр,Cyprus,507.0
445,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Терфел Венчез Лімітед,HE259552,,Кіпр,Cyprus,507.0
446,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Терфел Венчез Лімітед,HE259552,,Кіпр,Cyprus,507.0
447,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Лодако Лтд,HE220946,,Кіпр,Cyprus,507.0
448,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,VILLA SAINT MICHEL,75248437800019,,Франція,France,3.0
449,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Соркіза Венчез Лімітед,HE152977,,Кіпр,Cyprus,507.0
450,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Палева Ентерпрайзес Лтд,1850190,,Британські Віргінські острови,British Virgin Islands,174.0
451,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Кінстар Трейдінг Лімітед,HE300700,,Кіпр,Cyprus,507.0
452,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Надем Інвестментс Лімітед,HE300738,,Кіпр,Cyprus,507.0
453,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Монієр Венчез Лімітед,HE146558,,Кіпр,Cyprus,507.0
454,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,UTELO HOLDINGS LIMITED,HE128630,2002-03-20,Кіпр,Cyprus,507.0
455,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Белвері Істеблішмент Лтд,56943,,Сейшельські Острови,Seychelles,28.0
456,Льовочкіна,Liovochkin,Юлія,Yulia,Володимирівна,Парнасіо Холдінгз Лімітед,HE362626,,Кіпр,Cyprus,507.0
457,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,Мегафорте Лімітед,83439,,Сейшельські Острови,Seychelles,28.0
458,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,Валіка Лімітед,HE272817,,Кіпр,Cyprus,507.0
459,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,Новембе Венчез Лтд,141488,,Сейшельські Острови,Seychelles,28.0
460,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,Brove Holdings Limited,HE363657,,Кіпр,Cyprus,507.0
461,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,Ovitilio Ltd,HE355546,,Кіпр,Cyprus,507.0
462,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,Brove Holdings Limited,HE363657,,Кіпр,Cyprus,507.0
463,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,Траста Комерцбанка,40003029667,,Латвія,Latvia,18.0
464,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,Глобаліс Венчез Лтд,83440,,Сейшельські Острови,Seychelles,28.0
465,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,Inter Media Group Limited,ΗΕ183889,2006-09-15,Кіпр,Cyprus,507.0
466,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,"Приватне акціонерне товариство ""Телеканал ""Інтер""",23507865,1995-11-20,Україна,Ukraine,
467,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,PRELUX HOLDINGS LIMITED,ΗΕ152768,2004-10-11,Кіпр,Cyprus,507.0
468,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,Косетте Венчез Лімітед,,,Сейшельські Острови,Seychelles,28.0
469,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,Raga Establishment Ltd,ΗΕ276881,2010-11-15,Кіпр,Cyprus,507.0
470,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,ОСКАРО ІНВЕСТМЕНТС ЛІМІТЕД,HE152995,,Кіпр,Cyprus,507.0
471,Льовочкін,Liovochkin,Сергій,Serhiy,Володимирович,Хайбонд Глобал Лімітед,,,Сейшельські Острови,Seychelles,28.0
472,Мартиняк,Martynyak,Сергій,Serhiy,Васильович,"""ENERGIS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5252793273,2019-06-19,Польща,Poland,52.0
473,Мартиняк,Martynyak,Сергій,Serhiy,Васильович,"""ПК Агроінвест""",KRS0000522332,,Польща,Poland,52.0
474,Мартиняк,Martynyak,Сергій,Serhiy,Васильович,"""ПК Агроінвест""",KRS0000522332,,Польща,Poland,52.0
475,Мартиняк,Martynyak,Сергій,Serhiy,Васильович,RISTERS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5213797781,2017-10-10,Польща,Poland,52.0
476,Мартиняк,Martynyak,Сергій,Serhiy,Васильович,RISTERS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5213797781,2017-10-10,Польща,Poland,52.0
477,Масоріна,Masorina,Олена,Olena,Сергіївна,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""НАРОДНИЙ ФРОНТ МОЛОДІ""",39697559,,Україна,Ukraine,
478,Матвієнков,Matviyenkov,Сергій,Serhiy,Анатолійович,"SIA ""L.I.S.Group""",40103998076,,Латвія,Latvia,18.0
479,Матвієнков,Matviyenkov,Сергій,Serhiy,Анатолійович,"SIA ""L.I.S.Group""",40103998076,,Латвія,Latvia,18.0
480,Матвієнков,Matviyenkov,Сергій,Serhiy,Анатолійович,ABERLY CONSULT LTD,,,Британські Віргінські острови,British Virgin Islands,174.0
481,Насіров,Nasirov,Роман,Roman ,Михайлович,Altis Ltd,8869047,,Велика Британія,United Kingdom,140.0
482,Недава,Recently played,Олег,Oleg,Анатолійович,GOODLIGHT CAPITAL LTD,6893315,,Велика Британія,United Kingdom,140.0
483,Недава,Recently played,Олег,Oleg,Анатолійович,"ГРОМАДСЬКА СПІЛКА ""ПРОГРАМА СПРИЯННЯ ВІДРОДЖЕННЮ ТА ІНТЕГРАЦІЇ СХОДУ УКРАЇНИ ""ДОНБАС""",39356889,,Україна,Ukraine,
484,Нестеренко,Nesterenko,Вадим,Vadym ,Григорович,РІСТОН ХОЛДІНГС ЛТД,HE218214,,Кіпр,Cyprus,507.0
485,Нестеренко,Nesterenko,Вадим,Vadym ,Григорович,ЛІКАНОВА ІНВЕСТМЕНТС ЛТД,,,Британські Віргінські острови,British Virgin Islands,174.0
486,Нестеренко,Nesterenko,Вадим,Vadym ,Григорович,ЛІКАНОВА ІНВЕСТМЕНТС ЛТД,,,Британські Віргінські острови,British Virgin Islands,174.0
487,Новинський,Novinsky,Вадим,Vadym ,Владиславович,ДАСІНГА КОММЕРШІАЛ ЛТД,HE285721,,Кіпр,Cyprus,507.0
488,Новинський,Novinsky,Вадим,Vadym ,Владиславович,DASHURIA LIMITED,,,Кіпр,Cyprus,507.0
489,Новинський,Novinsky,Вадим,Vadym ,Владиславович,КОМІСІАНО ІНВЕСТМЕНТС ЛТД,HE303951,,Кіпр,Cyprus,507.0
490,Новинський,Novinsky,Вадим,Vadym ,Владиславович,РЕГАЛ ПЕТРОЛЕУМ КОРПОРЕЙШН ЛІМІТЕД,66866,,Джерсі,Jersey,4.0
491,Новинський,Novinsky,Вадим,Vadym ,Владиславович,НЕМЕСІО ХОЛДІНГС ЛТД,1908718,,Британські Віргінські острови,British Virgin Islands,174.0
492,Новинський,Novinsky,Вадим,Vadym ,Владиславович,ПЕЛІДОНА СЕРВІСЕЗ ЛТД,HE310559,,Кіпр,Cyprus,507.0
493,Новинський,Novinsky,Вадим,Vadym ,Владиславович,СМАРТ ХОЛДИНГ Н.В.,34283421,,Нідерланди,Netherlands,42.0
494,Новинський,Novinsky,Вадим,Vadym ,Владиславович,СМАРТ РІТЕЙЛ ГРУП ЛТД,HE324293,,Кіпр,Cyprus,507.0
495,Новинський,Novinsky,Вадим,Vadym ,Владиславович,METINVEST B.V.,24321697,,Нідерланди,Netherlands,42.0
496,Новинський,Novinsky,Вадим,Vadym ,Владиславович,FLAMINA HOLDINGS LTD,1939796,,Британські Віргінські острови,British Virgin Islands,174.0
497,Новинський,Novinsky,Вадим,Vadym ,Владиславович,SH FUNDING LTD,HE338779,,Кіпр,Cyprus,507.0
498,Новинський,Novinsky,Вадим,Vadym ,Владиславович,VAKISIA HOLDINGS LTD,1935673,,Британські Віргінські острови,British Virgin Islands,174.0
499,Новинський,Novinsky,Вадим,Vadym ,Владиславович,FILTARIO INVESTMENTS LTD,1946362,,Британські Віргінські острови,British Virgin Islands,174.0
500,Новинський,Novinsky,Вадим,Vadym ,Владиславович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕТІНВЕСТ-МАРІУПОЛЬСЬКИЙ РЕМОНТНО-МЕХАНІЧНИЙ ЗАВОД""",38673998,,Україна,Ukraine,
501,Новинський,Novinsky,Вадим,Vadym ,Владиславович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕТІНВЕСТ ХОЛДИНГ""",34093721,,Україна,Ukraine,
502,Новинський,Novinsky,Вадим,Vadym ,Владиславович,"ПАТ ""ДНІПРОВСЬКИЙ КОКСОХІМІЧНИЙ ЗАВОД""",5393085,,Україна,Ukraine,
503,Новинський,Novinsky,Вадим,Vadym ,Владиславович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""МАРІУПОЛЬСЬКИЙ МЕТАЛУРГІЙНИЙ КОМБІНАТ ІМЕНІ ІЛЛІЧА""",191129,,Україна,Ukraine,
504,Новинський,Novinsky,Вадим,Vadym ,Владиславович,РЕГАЛ ПЕТРОЛЕУМ (ДЖЕРСІ) ЛІМІТЕД,83838,,Джерсі,Jersey,4.0
505,Новинський,Novinsky,Вадим,Vadym ,Владиславович,МАКОЛІГЕРО ІНВЕСТМЕНТС ЛТД,HE303176,,Кіпр,Cyprus,507.0
506,Новинський,Novinsky,Вадим,Vadym ,Владиславович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФІРМА МАРІТА""",13490320,,Україна,Ukraine,
507,Новинський,Novinsky,Вадим,Vadym ,Владиславович,ЕНЕРДЖІЗ МЕНЕДЖМЕНТ ЛТД,HE252398,,Кіпр,Cyprus,507.0
508,Новинський,Novinsky,Вадим,Vadym ,Владиславович,ВИЗАЙН ІНВЕСТМЕНТС ЛТД,HE253408,,Кіпр,Cyprus,507.0
509,Новинський,Novinsky,Вадим,Vadym ,Владиславович,МАДЖОРОНЕ ТРЕЙДІНГ ЛІМІТЕД,HE173605,,Кіпр,Cyprus,507.0
510,Новинський,Novinsky,Вадим,Vadym ,Владиславович,АВЕЛІЗАРО ХОЛДІНГС ЛТД,HE303745,,Кіпр,Cyprus,507.0
511,Новинський,Novinsky,Вадим,Vadym ,Владиславович,ЕНЕРДЖІЗ ІНВЕСТМЕНС ЛІМІТЕД,HE172997,,Кіпр,Cyprus,507.0
512,Новинський,Novinsky,Вадим,Vadym ,Владиславович,ЕЛІАНТА ТРЕЙДІНГ ЛТД,HE227386,,Кіпр,Cyprus,507.0
513,Новинський,Novinsky,Вадим,Vadym ,Владиславович,АМСТОР ХОЛДІНГ ЛТД,HE271052,,Кіпр,Cyprus,507.0
514,Новинський,Novinsky,Вадим,Vadym ,Владиславович,КІМОЛІНЕРО ХОЛДІНГЗ ЛТД,HE303967,,Кіпр,Cyprus,507.0
515,Новинський,Novinsky,Вадим,Vadym ,Владиславович,ДІМЕРТАН ВЕНЧЕРЗ ЛТД,HE310870,,Кіпр,Cyprus,507.0
516,Новинський,Novinsky,Вадим,Vadym ,Владиславович,БЕКЛЕНТСА МЕНЕДЖМЕНТ ЛТД,1893555,,Британські Віргінські острови,British Virgin Islands,174.0
517,Новинський,Novinsky,Вадим,Vadym ,Владиславович,КАТАЛІНЕРО ІНВЕСТМЕНТС ЛТД,HE297611,,Кіпр,Cyprus,507.0
518,Новинський,Novinsky,Вадим,Vadym ,Владиславович,"ПРАТ ""ЮЖКОКС""",5393079,,Україна,Ukraine,
519,Новинський,Novinsky,Вадим,Vadym ,Владиславович,БАЛАКЛАВА ГРІН ЛТД,1676551,,Британські Віргінські острови,British Virgin Islands,174.0
520,Новинський,Novinsky,Вадим,Vadym ,Владиславович,ЛОВІТІА ІНВЕСТМЕНТС ЛТД,HE303560,,Кіпр,Cyprus,507.0
521,Новинський,Novinsky,Вадим,Vadym ,Владиславович,Смарт Енерджі Б.В.,34283533,,Нідерланди,Netherlands,42.0
522,Новинський,Novinsky,Вадим,Vadym ,Владиславович,КЛІРЕНДО СЕРВІСЕЗ ЛТД,HE311635,,Кіпр,Cyprus,507.0
523,Новинський,Novinsky,Вадим,Vadym ,Владиславович,РЕГАЛ ПЕТРОЛЕУМ ПЛС,4462555,,Велика Британія,United Kingdom,140.0
524,Новинський,Novinsky,Вадим,Vadym ,Владиславович,АДЕОНА ХОЛДІНГЗ ЛІМІТЕД,HE173852,,Кіпр,Cyprus,507.0
525,Новинський,Novinsky,Вадим,Vadym ,Владиславович,ЕРНАМІО КОНСАЛТІНГ ЛТД,HE250950,,Кіпр,Cyprus,507.0
526,Новинський,Novinsky,Вадим,Vadym ,Владиславович,БОСЕФАЛІО ТРЕЙДІНГ ЛТД,HE301970,,Кіпр,Cyprus,507.0
527,Новинський,Novinsky,Вадим,Vadym ,Владиславович,РОКЕСТОНО ЛТД,HE323961,,Кіпр,Cyprus,507.0
528,Новинський,Novinsky,Вадим,Vadym ,Владиславович,СЕЛЕБРОМ ІНВЕСТМЕНТС ЛІМІТЕД,HE173290,,Кіпр,Cyprus,507.0
529,Новинський,Novinsky,Вадим,Vadym ,Владиславович,ДОТЕРМІА ІНВЕСТМЕНТС ЛТД,HE305069,,Кіпр,Cyprus,507.0
530,Новинський,Novinsky,Вадим,Vadym ,Владиславович,ЗЕРКАЛО ХОЛДІНГС ЛТД,1697865,,Британські Віргінські острови,British Virgin Islands,174.0
531,Новинський,Novinsky,Вадим,Vadym ,Владиславович,ЕЛТРАНО ІНВЕСТМЕНТС ЛТД,1725345,,Британські Віргінські острови,British Virgin Islands,174.0
532,Новинський,Novinsky,Вадим,Vadym ,Владиславович,ІТСХ Холдінг ГмбХ,FN376224x,,Австрія,Austria,49.0
533,Новинський,Novinsky,Вадим,Vadym ,Владиславович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕТІНВЕСТ-ПРОМСЕРВІС""",39641616,,Україна,Ukraine,
534,Новинський,Novinsky,Вадим,Vadym ,Владиславович,РЕГАЛ ГРУП СЕРВІСИЗ ЛІМІТЕД,5252958,,Велика Британія,United Kingdom,140.0
535,Онищенко,Onishchenko,Олександр,Oleksandr ,Романович,QUICKPACE LIMITED,HE290165,,Кіпр,Cyprus,507.0
536,Онищенко,Onishchenko,Олександр,Oleksandr ,Романович,FASTILO TRADING LTD,HE288264,2011-06-06,Кіпр,Cyprus,507.0
537,Павелко,Pavelko,Андрій,Andriy,Васильович,"Громадська спілка ""Федерація футболу України""",14279566,1991-12-13,Україна,Ukraine,
538,Пинзеник,Pynzenyk,Павло,Pavlo,Васильович,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""УКРАЇНСЬКИЙ ЦЕНТР ЕКОНОМІЧНИХ І ПОЛІТИЧНИХ ДОСЛІДЖЕНЬ ІМЕНІ ОЛЕКСАНДРА РАЗУМКОВА""",20063407,,Україна,Ukraine,
539,Присяжнюк,Prysyazhnyuk,Олександр,Oleksandr ,Анатолійович,"Общество с ограниченной ответственностью ""Аль-Го""",9102048167,,АР Крим (тимчасово окупована Росією територія України),Crimea (Russia temporarily occupied territory of Ukraine),52.0
540,Розенблат,Rosenblatt,Борислав,Boryslav,Соломонович,І.С.Р. Інтернешенл,6287381,,Велика Британія,United Kingdom,140.0
541,Розенблат,Rosenblatt,Борислав,Boryslav,Соломонович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ НАУКОВО-ВИРОБНИЧЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКІ АВІАЦІЙНІ СИСТЕМИ""",40358580,,Україна,Ukraine,
542,Розенблат,Rosenblatt,Борислав,Boryslav,Соломонович,І.С.Р. Інтернешенл,HRB21441,,Німеччина,Germany,20.0
543,Святаш,Svyatash,Дмитро,Dmytro,Володимирович,"ООО ""Край""",9102021711,2014-08-25,АР Крим (тимчасово окупована Росією територія України),Crimea (Russia temporarily occupied territory of Ukraine),52.0
544,Скуратовський,Skuratovsky,Сергій,Serhiy,Іванович,Bogena Ltd,C48710,,Мальта,Malta,5.0
545,Скуратовський,Skuratovsky,Сергій,Serhiy,Іванович,BROOK BUSINESS LTD S.A.,155612878,,Панама,Panama,29.0
546,Співаковський,Spivakovsky,Олександр,Oleksandr ,Володимирович,Logocify Poland,KRS0000577011,,Польща,Poland,52.0
547,Співаковський,Spivakovsky,Олександр,Oleksandr ,Володимирович,Logocify Poland,KRS0000577011,,Польща,Poland,52.0
548,Супруненко,Suprunenko,Олександр,Oleksandr ,Іванович,ФАВОРИЯ ГРУП ЛТД,1863188,,Британські Віргінські острови,British Virgin Islands,174.0
549,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,БЕТРАН ФАЙНЕНС ЛІМІТЕД,1468804,,Британські Віргінські острови,British Virgin Islands,174.0
550,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,Oleksandr Feldman Foundation,,,США,USA,104.0
551,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,АВЕК ЮКРЕЙН ГРУП ЛІМІТЕД,HE282052,,Кіпр,Cyprus,507.0
552,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ЕССІ СУПЕРЧОЙС ЕНТЕРПРАЙЗЕС ЛІМІТЕТ,HE295156,,Кіпр,Cyprus,507.0
553,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,КОРНІКУЛАРІУС ЛІМІТЕД,HE232551,,Кіпр,Cyprus,507.0
554,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ТЕХНОЛОДЖІ КОРПОРЕЙШН ЛІМІТЕД,1310255,,Гонконг,Hong Kong,13.0
555,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ЧЕРРІ ВАЙН ЛТД,1612108,,Британські Віргінські острови,British Virgin Islands,174.0
556,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ДЖАЯНТА АССЕТ ХОЛДІНГЗ ЛІМІТЕД,1744504,,Британські Віргінські острови,British Virgin Islands,174.0
557,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,БЛУСТЕМ ЛІМІТЕД,HE307939,,Кіпр,Cyprus,507.0
558,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ФРЕШСКІЛЛ КОНСАЛТІНГ ЛІМІТЕД,HE295144,,Кіпр,Cyprus,507.0
559,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,РОСФІЛД ХОЛДІНГЗ ЛІМІТЕД,HE283000,,Кіпр,Cyprus,507.0
560,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ГОРЛАНД ІНВЕСТМЕНТС ЛІМІТЕД,HE281503,,Кіпр,Cyprus,507.0
561,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,РАНКИЛОН КОНСУЛТАНТС ЛІМІТЕД,HE281372,,Кіпр,Cyprus,507.0
562,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ГІХ ГАЯ ХОЛДІНГС ЛІМІТЕД,HE264455,,Кіпр,Cyprus,507.0
563,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,АВЕК ЮКРЕЙН ГРУП АССЕТ МЕНЕДЖМЕНТ ЛІМІТЕД,HE282057,,Кіпр,Cyprus,507.0
564,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,БУРРБУШ ХОЛДІНГС ЛІМІТЕД,HE310019,,Кіпр,Cyprus,507.0
565,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,КАСТЛЕРІНГ ХОЛДІНГЗ ЛІМІТЕД,HE241550,,Кіпр,Cyprus,507.0
566,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ГАЛІНЕРО ХОЛДІНГЗ ЛІМІТЕД,HE263176,,Кіпр,Cyprus,507.0
567,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,ОСІЧА ХОЛДІНГЗ ЛІМІТЕД,HE259077,,Кіпр,Cyprus,507.0
568,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,НАРЕЛЛАН ЕНТЕРПРАЙЗЕС ЛІМІТЕД,HE204325,,Кіпр,Cyprus,507.0
569,Фельдман,Feldman,Олександр,Oleksandr ,Борисович,АРМІНОІ ХОЛДІНГС ЛІМІТЕД,HE281497,,Кіпр,Cyprus,507.0
570,Філатов,Filatov,Борис,Borys,Альбертович,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ - УКРОП""",39479782,,Україна,Ukraine,
571,Фурсін,Fursin,Іван,Ivan,Геннадійович,Пьено Венчерз Лімітед,113737,,Сейшельські Острови,Seychelles,28.0
572,Фурсін,Fursin,Іван,Ivan,Геннадійович,Вістакі Венчерз Лімітед,HE167414,,Кіпр,Cyprus,507.0
573,Фурсін,Fursin,Іван,Ivan,Геннадійович,Ніса Менеджмент Лімітед,93173,,Сейшельські Острови,Seychelles,28.0
574,Фурсін,Fursin,Іван,Ivan,Геннадійович,ІАС Корп Лімітед,HE273752,,Кіпр,Cyprus,507.0
575,Фурсін,Fursin,Іван,Ivan,Геннадійович,Спенеа Холдінгс Лімітед,HE340448,,Кіпр,Cyprus,507.0
576,Фурсін,Fursin,Іван,Ivan,Геннадійович,Сі енд Ер Інвест СІА,40003681051,,Латвія,Latvia,18.0
577,Фурсін,Fursin,Іван,Ivan,Геннадійович,GRENAR ENTERPRISES LIMITED,HE142379,2003-10-22,Кіпр,Cyprus,507.0
578,Фурсін,Fursin,Іван,Ivan,Геннадійович,Норія Консультантс Лімітед,15685,,Сейшельські Острови,Seychelles,28.0
579,Фурсін,Fursin,Іван,Ivan,Геннадійович,Вісалія Венчерз Лімітед,654158,,Британські Віргінські острови,British Virgin Islands,174.0
580,Фурсін,Fursin,Іван,Ivan,Геннадійович,Халіма Венчерз Лімітед,,,Британські Віргінські острови,British Virgin Islands,174.0
581,Фурсін,Fursin,Іван,Ivan,Геннадійович,Тіппетте Лімітед,677666,,Британські Віргінські острови,British Virgin Islands,174.0
582,Фурсін,Fursin,Іван,Ivan,Геннадійович,Траста Комерцбанка,40003029667,,Латвія,Latvia,18.0
583,Фурсін,Fursin,Іван,Ivan,Геннадійович,Містаро Венчерз Лтд,,,Сент-Кіттс і Невіс,Saint Kitts and Nevis,5.0
584,Фурсін,Fursin,Іван,Ivan,Геннадійович,Рікам Холдінг Ес.А.СПФ,B42659,,Люксембург,Luxembourg,7.0
585,Фурсін,Fursin,Іван,Ivan,Геннадійович,Centragas Holding GmbH,FN250985x,,Австрія,Austria,49.0
586,Фурсін,Fursin,Іван,Ivan,Геннадійович,Фігон Ко Лімітед,HE142420,,Кіпр,Cyprus,507.0
587,Фурсін,Fursin,Іван,Ivan,Геннадійович,Arcadea Investments Fund Limited,,,Кіпр,Cyprus,507.0
588,Фурсін,Fursin,Іван,Ivan,Геннадійович,Atofa Ventures Limited,HE151411,,Кіпр,Cyprus,507.0
589,Фурсін,Fursin,Іван,Ivan,Геннадійович,Омереліо Венчерз Лімітед,,,Британські Віргінські острови,British Virgin Islands,174.0
590,Фурсін,Fursin,Іван,Ivan,Геннадійович,Левіді Венчерз Лімітед,HE134985,,Кіпр,Cyprus,507.0
591,Фурсін,Fursin,Іван,Ivan,Геннадійович,Омереліо Венчерз Лімітед,,,Британські Віргінські острови,British Virgin Islands,174.0
592,Фурсін,Fursin,Іван,Ivan,Геннадійович,Монієр Венчез Лімітед,HE146558,,Кіпр,Cyprus,507.0
593,Фурсін,Fursin,Іван,Ivan,Геннадійович,Мерел Фінанс Корпорєйшнз,HE287532,,Кіпр,Cyprus,507.0
594,Фурсін,Fursin,Іван,Ivan,Геннадійович,"ТОВ ""Дзінтара Межс""",40003649739,,Латвія,Latvia,18.0
595,Фурсін,Fursin,Іван,Ivan,Геннадійович,Вендон Інвестментс Лімітед,,,Сент-Кіттс і Невіс,Saint Kitts and Nevis,5.0
596,Фурсін,Fursin,Іван,Ivan,Геннадійович,ДжіСіКей Холдінг Незерланд Бі.Ві,,,Нідерланди,Netherlands,42.0
597,Фурсін,Fursin,Іван,Ivan,Геннадійович,Аркадеа Холдінгс Лімітед,HE161910,,Кіпр,Cyprus,507.0
598,Фурсін,Fursin,Іван,Ivan,Геннадійович,Гренар Інвестментс Лімітед,HE329675,,Кіпр,Cyprus,507.0
599,Фурсін,Fursin,Іван,Ivan,Геннадійович,Atofa Investments Limited,16359,,Сейшельські Острови,Seychelles,28.0
600,Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Юнілайн Фінанс ЛТД,,,Британські Віргінські острови,British Virgin Islands,174.0
601,Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Uniline Finance Ltd.,5493000NVSBBKKRKFW16,,Британські Віргінські острови,British Virgin Islands,174.0
602,Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,Палада прайм лтд,1862533,,Британські Віргінські острови,British Virgin Islands,174.0
603,Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,JKX OIL&GAS PLC,3050645,1995-04-27,Велика Британія,United Kingdom,140.0
604,Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,DNIPRO AGRO ALLIANCE LTD (ASTEV INVESTMENT COMPANY LTD),HE343787,,Кіпр,Cyprus,507.0
605,Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,CAG Cascade Agro Group LTD,HE387411,2018-08-07,Кіпр,Cyprus,507.0
606,Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,VC Cascade Ventures Limited,HE396606,2019-04-15,Кіпр,Cyprus,507.0
607,Хомутиннік,Khomutynnik,Віталій,Vitali,Юрійович,JKX OIL&GAS PLC,3050645,1995-04-27,Велика Британія,United Kingdom,140.0
